"n","k","normality","sphericity","hypothesis","p","BF","mauchly","mardia","eta"
150,3,FALSE,TRUE,"Ha",3.1e-11,1215386906.59453,0.408,4.34067304322383e-09,0.097
15,3,TRUE,FALSE,"Ha",0.097,0.932690920745077,0.033,0.99678606896583,0.068
45,3,TRUE,FALSE,"Ha",0.003,10.6090303628979,0.074,0.988208517581249,0.051
150,3,TRUE,FALSE,"Ha",8.08e-13,9081516566.93317,0.011,0.618095125165742,0.069
15,3,TRUE,TRUE,"H0",0.278,0.507882282680533,0.691,0.897205695018823,0.062
45,3,TRUE,TRUE,"H0",0.741,0.0947867887101781,0.079,0.806457941878445,0.004
150,3,TRUE,TRUE,"H0",0.648,0.0379814966664773,0.939,0.489183677336075,0.002
15,3,FALSE,TRUE,"H0",0.619,0.237063908713303,0.581,0.761369947857506,0.02
45,3,FALSE,TRUE,"H0",0.658,0.10545173522708,0.886,0.00121889124357666,0.006
150,3,FALSE,TRUE,"H0",0.268,0.101010436423559,0.038,3.99680288865056e-15,0.006
15,3,TRUE,FALSE,"H0",0.662,0.225310112825396,0.073,0.992851364855798,0.017
45,3,TRUE,FALSE,"H0",0.495,0.128642894745957,0.16,0.397709053421221,0.006
150,3,TRUE,FALSE,"H0",0.118,0.18052166503703,0.002,0.912513487679976,0.005
15,3,TRUE,TRUE,"Ha",0.001,39.3958167645811,0.037,0.847023767930667,0.204
45,3,TRUE,TRUE,"Ha",0.017,4.61546486093003,0.812,0.624524032593669,0.064
150,3,TRUE,TRUE,"Ha",3.38e-06,12822.9150228162,0.05,0.790746172989742,0.055
15,3,FALSE,TRUE,"Ha",0.01,18.0636852289589,0.068,0.976518522201002,0.238
45,3,FALSE,TRUE,"Ha",8.98e-05,879.859151354686,0.261,0.73417794372538,0.132
150,3,FALSE,TRUE,"Ha",1.3e-09,19430533.5901534,0.608,7.26795179595285e-10,0.08
15,3,TRUE,FALSE,"Ha",0.103,1.00542106417521,0.505,0.936035826979379,0.083
45,3,TRUE,FALSE,"Ha",0.012,3.31338779947199,0.000366,0.834085618885909,0.041
150,3,TRUE,FALSE,"Ha",3.17e-09,3074989.15805952,0.000264,0.795139758708204,0.053
15,3,TRUE,TRUE,"H0",0.744,0.20633160744299,0.804,0.877413251901712,0.011
45,3,TRUE,TRUE,"H0",0.777,0.0893895782300189,0.015,0.595692717081398,0.003
150,3,TRUE,TRUE,"H0",0.398,0.0619801842344593,0.784,0.806149318314491,0.004
15,3,FALSE,TRUE,"H0",0.844,0.192738672164792,0.747,0.458729006711774,0.009
45,3,FALSE,TRUE,"H0",0.85,0.0844537346898064,0.886,0.000217055103069352,0.003
150,3,FALSE,TRUE,"H0",0.756,0.0327594319744118,0.074,4.89486586596755e-07,0.001
15,3,TRUE,FALSE,"H0",0.017,3.63644817323467,0.287,0.978373506278948,0.11
45,3,TRUE,FALSE,"H0",0.136,0.410574221244998,0.524,0.874598401552794,0.023
150,3,TRUE,FALSE,"H0",0.251,0.0881578545679868,1.3e-05,0.159618892045032,0.004
15,3,TRUE,TRUE,"Ha",0.043,2.68450694827313,0.469,0.731903225953121,0.139
45,3,TRUE,TRUE,"Ha",1.12e-05,7492.62066840924,0.097,0.746651747533573,0.158
150,3,TRUE,TRUE,"Ha",1.3e-11,3891558257.7165,0.883,0.351208233784735,0.103
15,3,FALSE,TRUE,"Ha",0.988,0.165191346788721,0.237,0.974829436300147,0.000539
45,3,FALSE,TRUE,"Ha",0.006,13.5980994270132,0.066,0.0268028267388665,0.079
150,3,FALSE,TRUE,"Ha",2.51e-07,198681.466821812,0.578,5.14779520566222e-07,0.066
15,3,TRUE,FALSE,"Ha",0.074,1.25491014420758,0.716,0.988966117654943,0.088
45,3,TRUE,FALSE,"Ha",3.54e-05,639.957491469434,0.255,0.663727739529052,0.092
150,3,TRUE,FALSE,"Ha",2.03e-08,505381.654981107,0.006,0.587910675786976,0.044
15,3,TRUE,TRUE,"H0",0.171,0.707787865062968,0.923,0.895217172677237,0.073
45,3,TRUE,TRUE,"H0",0.57,0.125546692327881,0.84,0.677585057310366,0.009
150,3,TRUE,TRUE,"H0",0.349,0.0710521003336776,0.214,0.414134566444436,0.004
15,3,FALSE,TRUE,"H0",0.996,0.166246479866723,0.853,0.944617899103359,0.000127
45,3,FALSE,TRUE,"H0",0.135,0.451858606202213,0.215,0.0868119622674356,0.027
150,3,FALSE,TRUE,"H0",0.126,0.232951220413778,0.947,5.89203130729743e-11,0.01
15,3,TRUE,FALSE,"H0",0.236,0.465819583999755,0.334,0.996673129013067,0.032
45,3,TRUE,FALSE,"H0",0.793,0.0846026259453699,0.224,0.880262849904958,0.002
150,3,TRUE,FALSE,"H0",0.57,0.0412660154784942,1.73e-07,0.771637945242442,0.002
15,3,TRUE,TRUE,"Ha",0.078,1.94244135460286,0.256,0.980584405259227,0.136
45,3,TRUE,TRUE,"Ha",0.009,6.47763722449106,0.321,0.553431397444566,0.064
150,3,TRUE,TRUE,"Ha",7.19e-09,5680897.85707836,0.323,0.813140592606739,0.078
15,3,FALSE,TRUE,"Ha",8.52e-05,831.663413308492,0.002,0.125320297688132,0.325
45,3,FALSE,TRUE,"Ha",0.006,7.86249235194593,0.042,0.244129980725949,0.065
150,3,FALSE,TRUE,"Ha",4.6e-05,1030.79642152738,0.315,9.34622645942795e-09,0.045
15,3,TRUE,FALSE,"Ha",0.056,1.5720239000193,0.796,0.620909056605751,0.094
45,3,TRUE,FALSE,"Ha",1.09e-05,1814.61128410893,0.072,0.958458668168439,0.098
150,3,TRUE,FALSE,"Ha",2.07e-18,2637512500588515,7e-04,0.72694502061372,0.108
15,3,TRUE,TRUE,"H0",0.247,0.573991782362217,0.966,0.999794713772886,0.069
45,3,TRUE,TRUE,"H0",0.129,0.480500390107347,0.978,0.908365602787549,0.027
150,3,TRUE,TRUE,"H0",0.655,0.0386895384276436,0.211,0.107185009451957,0.002
15,3,FALSE,TRUE,"H0",0.591,0.255346858462788,0.326,0.528419471826914,0.025
45,3,FALSE,TRUE,"H0",0.2,0.355545403114712,0.332,0.0198760147014874,0.024
150,3,FALSE,TRUE,"H0",0.759,0.0328068901413367,0.312,3.82582521218922e-10,0.001
15,3,TRUE,FALSE,"H0",0.062,1.24380392141962,0.38,0.624968784148567,0.056
45,3,TRUE,FALSE,"H0",0.239,0.248304056550056,0.000644,0.851157706978127,0.016
150,3,TRUE,FALSE,"H0",0.085,0.248068214131752,0.000155,0.119552233096825,0.006
15,3,TRUE,TRUE,"Ha",0.069,1.99484234082473,0.321,0.89304273139834,0.133
45,3,TRUE,TRUE,"Ha",0.000623,106.413142946931,0.93,0.965893037198867,0.104
150,3,TRUE,TRUE,"Ha",3.66e-06,10235.7344113234,0.695,0.438126057037998,0.054
15,3,FALSE,TRUE,"Ha",0.097,1.09922478063716,0.877,0.922734638899393,0.09
45,3,FALSE,TRUE,"Ha",0.000335,119.441831466675,0.588,0.0109273701743451,0.096
150,3,FALSE,TRUE,"Ha",2.25e-09,47837123.6386462,0.171,5.18617371270125e-11,0.089
15,3,TRUE,FALSE,"Ha",0.026,3.00319585739427,0.795,0.965458037735468,0.122
45,3,TRUE,FALSE,"Ha",0.005,7.40076333296933,0.054,0.869282020930171,0.041
150,3,TRUE,FALSE,"Ha",2.02e-15,3102365068994.06,0.006,0.240973042848934,0.088
15,3,TRUE,TRUE,"H0",0.975,0.166740970645577,0.274,0.994712034556304,0.000945
45,3,TRUE,TRUE,"H0",0.112,0.670994425932223,0.838,0.915498853436684,0.035
150,3,TRUE,TRUE,"H0",0.651,0.039782715344882,0.294,0.465147976326466,0.002
15,3,FALSE,TRUE,"H0",0.736,0.217945366226384,0.759,0.9791811637199,0.016
45,3,FALSE,TRUE,"H0",0.005,9.01583339085533,0.97,0.00578767091620369,0.065
150,3,FALSE,TRUE,"H0",0.491,0.051057850533035,0.855,2.08658973432918e-08,0.003
15,3,TRUE,FALSE,"H0",0.216,0.482589203208382,0.682,0.236417608232262,0.018
45,3,TRUE,FALSE,"H0",0.286,0.206752169569797,0.212,0.999409098315697,0.011
150,3,TRUE,FALSE,"H0",0.412,0.0582724143102868,0.005,0.817125970031062,0.003
15,3,TRUE,TRUE,"Ha",0.404,0.350841373784113,0.931,0.831587395077247,0.04
45,3,TRUE,TRUE,"Ha",0.685,0.103073032990934,0.845,0.362775781988811,0.005
150,3,TRUE,TRUE,"Ha",1.51e-05,2572.44115470353,0.568,0.956983497275405,0.049
15,3,FALSE,TRUE,"Ha",0.019,5.57960362805587,0.55,0.883222013112717,0.168
45,3,FALSE,TRUE,"Ha",0.045,1.43853562607988,0.644,0.22788454172748,0.045
150,3,FALSE,TRUE,"Ha",3.5e-09,19713443.1837652,0.445,9.41607324334015e-08,0.084
15,3,TRUE,FALSE,"Ha",0.022,3.11252167056158,0.312,0.873325944459046,0.105
45,3,TRUE,FALSE,"Ha",0.032,1.42819627918519,0.005,0.953131501277772,0.035
150,3,TRUE,FALSE,"Ha",1.21e-13,59085201261.2607,4.74e-05,0.908808056287615,0.077
15,3,TRUE,TRUE,"H0",0.917,0.177916573751337,0.622,0.997041862146655,0.005
45,3,TRUE,TRUE,"H0",0.519,0.132668076627697,0.743,0.796765351175761,0.01
150,3,TRUE,TRUE,"H0",0.435,0.0603000447878647,0.58,0.16590946724815,0.004
15,3,FALSE,TRUE,"H0",0.568,0.27251454723449,0.599,0.905647318543685,0.03
45,3,FALSE,TRUE,"H0",0.177,0.379836699633916,0.339,0.282659494969157,0.026
150,3,FALSE,TRUE,"H0",0.329,0.0770332207922621,0.246,0,0.005
15,3,TRUE,FALSE,"H0",0.648,0.224708252835177,0.298,0.850452923337434,0.011
45,3,TRUE,FALSE,"H0",0.559,0.116562548947379,0.174,0.994527980083643,0.005
150,3,TRUE,FALSE,"H0",0.681,0.0349808700176788,4.45e-05,0.870597716624681,0.000994
15,3,TRUE,TRUE,"Ha",0.01,12.6626783774577,0.161,0.96216446022641,0.209
45,3,TRUE,TRUE,"Ha",0.054,1.10491810046567,0.529,0.971918394353893,0.04
150,3,TRUE,TRUE,"Ha",8.81e-07,37403.4247071421,0.676,0.313194303738921,0.058
15,3,FALSE,TRUE,"Ha",0.329,0.395448590821754,0.54,0.949823770241833,0.044
45,3,FALSE,TRUE,"Ha",0.01,5.31445520962713,0.289,7.51155369193013e-05,0.061
150,3,FALSE,TRUE,"Ha",1.58e-13,1242229168202.57,0.307,1.22118426482132e-10,0.127
15,3,TRUE,FALSE,"Ha",0.039,2.42335845593669,0.186,0.908324958519702,0.124
45,3,TRUE,FALSE,"Ha",0.001,27.3311252394302,0.031,0.981720267748246,0.067
150,3,TRUE,FALSE,"Ha",1.16e-09,8021719.50225509,1.01e-06,0.892373691571785,0.053
15,3,TRUE,TRUE,"H0",0.088,1.34018783434778,0.74,0.888525121893533,0.107
45,3,TRUE,TRUE,"H0",0.282,0.237485409270613,0.581,0.746257900747807,0.018
150,3,TRUE,TRUE,"H0",0.317,0.0757458756754951,0.003,0.821863172961321,0.004
15,3,FALSE,TRUE,"H0",0.08,1.64654569426349,0.686,0.52054602655411,0.123
45,3,FALSE,TRUE,"H0",0.968,0.0739549119903645,0.009,0.116923319118243,0.000488
150,3,FALSE,TRUE,"H0",0.087,0.316605990519228,0.349,4.34635433521624e-06,0.011
15,3,TRUE,FALSE,"H0",0.633,0.229605529107989,0.989,0.94325931863364,0.014
45,3,TRUE,FALSE,"H0",0.545,0.119771154553633,0.000759,0.786140172133194,0.005
150,3,TRUE,FALSE,"H0",0.584,0.0406186773444745,2.56e-06,0.174334367201728,0.002
15,3,TRUE,TRUE,"Ha",0.08,2.16364882110739,0.725,0.970390628712649,0.145
45,3,TRUE,TRUE,"Ha",9.32e-06,6068.56822949966,0.934,0.603838638252254,0.151
150,3,TRUE,TRUE,"Ha",9.72e-05,319.661010930369,0.518,0.39065160003122,0.04
15,3,FALSE,TRUE,"Ha",0.502,0.281779526652753,0.832,0.945940391845037,0.028
45,3,FALSE,TRUE,"Ha",0.000506,171.462656265856,0.964,0.132222678694375,0.113
150,3,FALSE,TRUE,"Ha",0.000571,86.1926343144535,0.419,7.41730799003193e-09,0.036
15,3,TRUE,FALSE,"Ha",0.117,0.80096780621051,0.577,0.979742838856735,0.058
45,3,TRUE,FALSE,"Ha",1.42e-07,90011.5903822261,0.248,0.933001285691395,0.097
150,3,TRUE,FALSE,"Ha",1.99e-14,383960159420.686,0.097,0.202787716004122,0.094
15,3,TRUE,TRUE,"H0",0.608,0.245511686912172,0.814,0.570902101826051,0.021
45,3,TRUE,TRUE,"H0",0.322,0.206342585000811,0.295,0.813720623037464,0.016
150,3,TRUE,TRUE,"H0",0.34,0.0726058069220349,0.316,0.168743802408827,0.004
15,3,FALSE,TRUE,"H0",0.049,2.04279131263298,0.261,0.744823223713796,0.12
45,3,FALSE,TRUE,"H0",0.887,0.0810061014641095,0.628,0.346962555722545,0.002
150,3,FALSE,TRUE,"H0",0.278,0.0905066530805947,0.511,1.76257000217284e-07,0.006
15,3,TRUE,FALSE,"H0",0.467,0.280786632031169,0.002,0.760676709117151,0.016
45,3,TRUE,FALSE,"H0",0.172,0.319781247537713,1.57e-05,0.471367157131451,0.014
150,3,TRUE,FALSE,"H0",0.723,0.0334804491156644,6.66e-05,0.875737282075353,0.000848
15,3,TRUE,TRUE,"Ha",0.123,1.13574204556245,0.143,0.885474784018532,0.106
45,3,TRUE,TRUE,"Ha",0.054,1.20892014214756,0.894,0.682602329402105,0.043
150,3,TRUE,TRUE,"Ha",1.39e-06,21409.7555767376,0.252,0.970618250190479,0.056
15,3,FALSE,TRUE,"Ha",0.957,0.169035152612893,0.68,0.589335800806557,0.002
45,3,FALSE,TRUE,"Ha",0.002,32.3118204694679,0.13,0.0244066507136378,0.089
150,3,FALSE,TRUE,"Ha",7.11e-10,140939106.545307,0.11,8.28561774746106e-10,0.093
15,3,TRUE,FALSE,"Ha",0.032,2.12122199382879,0.781,0.773007396996288,0.08
45,3,TRUE,FALSE,"Ha",2.52e-07,60387.8871805384,0.084,0.974341083583551,0.125
150,3,TRUE,FALSE,"Ha",2.7e-09,3524775.94036124,0.000272,0.396667247121505,0.048
15,3,TRUE,TRUE,"H0",0.432,0.331276709235883,0.243,0.811605589329278,0.037
45,3,TRUE,TRUE,"H0",0.889,0.0801511390713174,0.266,0.545103469246759,0.002
150,3,TRUE,TRUE,"H0",0.229,0.104702531527524,0.799,0.480618066238981,0.006
15,3,FALSE,TRUE,"H0",0.023,5.91377432520582,0.577,0.524922099221778,0.18
45,3,FALSE,TRUE,"H0",0.629,0.111561734530052,0.653,0.0542463593654052,0.006
150,3,FALSE,TRUE,"H0",0.287,0.0894345447037527,0.703,3.41974385251742e-05,0.006
15,3,TRUE,FALSE,"H0",0.604,0.233943814726947,0.175,0.959991842056973,0.014
45,3,TRUE,FALSE,"H0",0.471,0.135334094819038,0.043,0.82348038175521,0.007
150,3,TRUE,FALSE,"H0",0.103,0.206458367959176,0.000198,0.993024651188881,0.005
15,3,TRUE,TRUE,"Ha",0.456,0.321393292085251,0.975,0.993982335102582,0.038
45,3,TRUE,TRUE,"Ha",0.000898,101.220813322933,0.009,0.999184133342711,0.107
150,3,TRUE,TRUE,"Ha",1.96e-10,545615739.358181,0.597,0.926812469004042,0.098
15,3,FALSE,TRUE,"Ha",0.331,0.395776628329924,0.805,0.840838272788397,0.045
45,3,FALSE,TRUE,"Ha",0.002,45.0556980900012,0.984,0.407197790302102,0.096
150,3,FALSE,TRUE,"Ha",2.93e-06,25882.8862790755,0.23,6.23783047437598e-09,0.059
15,3,TRUE,FALSE,"Ha",0.061,1.32480923909672,0.45,0.989592024406108,0.073
45,3,TRUE,FALSE,"Ha",8.94e-05,391.846644721922,0.000524,0.859498412304822,0.108
150,3,TRUE,FALSE,"Ha",3.74e-12,2195073828.48924,0.00026,0.98988376163985,0.075
15,5,TRUE,TRUE,"H0",0.627,0.137164548445374,0.766,0.99975839957949,0.039
45,5,TRUE,TRUE,"H0",0.483,0.0552523509658021,0.866,0.888609564034475,0.016
150,5,TRUE,TRUE,"H0",0.282,0.018688815550288,0.332,0.938679054992873,0.007
15,5,FALSE,TRUE,"H0",0.107,0.794733609438568,0.09,0.584597001346914,0.095
45,5,FALSE,TRUE,"H0",0.99,0.0139970742093007,0.32,0.294085646698475,0.001
150,5,FALSE,TRUE,"H0",0.808,0.00370191981704022,0.14,1.41797239150421e-05,0.002
15,5,TRUE,FALSE,"H0",0.789,0.091592910695962,8.16e-05,0.998251554913429,0.012
45,5,TRUE,FALSE,"H0",0.369,0.0669379273672825,1.01e-19,0.986600669987068,0.012
150,5,TRUE,FALSE,"H0",0.582,0.00608421843015049,3.91e-55,0.81038384538235,0.002
15,5,TRUE,TRUE,"Ha",0.318,0.279937027147623,0.861,0.993806949768213,0.061
45,5,TRUE,TRUE,"Ha",6.44e-06,6178.58433984862,0.76,0.705709344394409,0.119
150,5,TRUE,TRUE,"Ha",3.73e-12,9093483076.57388,0.61,0.896779005620643,0.076
15,5,FALSE,TRUE,"Ha",0.108,0.826252222114314,0.92,0.999159965926116,0.099
45,5,FALSE,TRUE,"Ha",0.208,0.158307177966931,0.903,8.85129497474324e-08,0.027
150,5,FALSE,TRUE,"Ha",6.68e-07,38920.1059924927,0.729,1.04549603308079e-07,0.046
15,5,TRUE,FALSE,"Ha",0.004,10.7864283696866,1.39e-05,0.962890738551699,0.121
45,5,TRUE,FALSE,"Ha",3.33e-05,555.569284104327,1.83e-18,0.739726957068317,0.056
150,5,TRUE,FALSE,"Ha",1.08e-18,4569474949949566,2.76e-62,0.850906784352028,0.059
15,5,TRUE,TRUE,"H0",0.406,0.234109635083131,0.254,0.998554741175215,0.059
45,5,TRUE,TRUE,"H0",0.033,1.21991506280639,0.889,0.846120003441901,0.047
150,5,TRUE,TRUE,"H0",0.285,0.0181300204366488,0.595,0.573548665226748,0.007
15,5,FALSE,TRUE,"H0",0.472,0.189494485788739,0.169,0.736830279081966,0.05
45,5,FALSE,TRUE,"H0",0.142,0.266719999861672,0.152,0.103720556331812,0.033
150,5,FALSE,TRUE,"H0",0.923,0.00260495533453865,0.822,4.81250775019593e-06,0.001
15,5,TRUE,FALSE,"H0",0.855,0.0829975287878319,0.00034,0.999703492348776,0.013
45,5,TRUE,FALSE,"H0",0.453,0.051949501189273,4.13e-15,0.487910586721706,0.009
150,5,TRUE,FALSE,"H0",0.548,0.00662408858232117,1.35e-55,0.920584592516473,0.002
15,5,TRUE,TRUE,"Ha",0.3,0.301941420449571,0.669,0.996629265158819,0.065
45,5,TRUE,TRUE,"Ha",0.003,16.424697420687,0.434,0.725098658760218,0.071
150,5,TRUE,TRUE,"Ha",8.03e-10,35621552.3320735,0.305,0.698147749285395,0.063
15,5,FALSE,TRUE,"Ha",0.584,0.146563250103321,0.895,0.993750012929827,0.04
45,5,FALSE,TRUE,"Ha",0.089,0.448912014284778,0.33,0.0143867318511043,0.038
150,5,FALSE,TRUE,"Ha",2.71e-07,61722.2905073591,0.703,0,0.046
15,5,TRUE,FALSE,"Ha",0.054,1.10843664962949,0.014,0.990006580638821,0.05
45,5,TRUE,FALSE,"Ha",0.003,8.10606940081882,8.16e-10,0.685370040892207,0.025
150,5,TRUE,FALSE,"Ha",1.25e-19,38735596913168344,8.2e-63,0.292923146816033,0.07
15,5,TRUE,TRUE,"H0",0.503,0.177404467055878,0.066,0.976003975467916,0.048
45,5,TRUE,TRUE,"H0",0.584,0.0394333423115154,0.227,0.558372258806194,0.012
150,5,TRUE,TRUE,"H0",0.595,0.00640267330727792,0.718,0.322687576131311,0.004
15,5,FALSE,TRUE,"H0",0.742,0.108347076186784,0.992,0.944083716381882,0.028
45,5,FALSE,TRUE,"H0",0.28,0.122526322678594,0.979,0.000420398290153945,0.025
150,5,FALSE,TRUE,"H0",0.256,0.0219208880349192,0.172,0.000100563913355334,0.007
15,5,TRUE,FALSE,"H0",0.878,0.078355879112565,0.000912,0.999627299565793,0.008
45,5,TRUE,FALSE,"H0",0.962,0.0160689570674657,4.8e-15,0.994405950257153,0.001
150,5,TRUE,FALSE,"H0",0.305,0.0149028724723275,2.76e-61,0.865625521044417,0.003
15,5,TRUE,TRUE,"Ha",0.018,4.65590946903029,0.783,0.954878358015581,0.148
45,5,TRUE,TRUE,"Ha",0.005,9.00789749134945,0.951,0.995012108888364,0.066
150,5,TRUE,TRUE,"Ha",4.24e-11,573949269.148494,0.327,0.930342872573515,0.069
15,5,FALSE,TRUE,"Ha",0.017,6.40179436869993,0.223,0.977099885770854,0.17
45,5,FALSE,TRUE,"Ha",0.073,0.482259995048082,0.544,0.103457103995804,0.037
150,5,FALSE,TRUE,"Ha",1.37e-09,13290595.4823843,0.054,7.64610597059345e-13,0.059
15,5,TRUE,FALSE,"Ha",0.003,13.1818183412025,0.002,0.999098913104365,0.103
45,5,TRUE,FALSE,"Ha",8.03e-08,169587.330168868,7.03e-18,0.874020823263031,0.091
150,5,TRUE,FALSE,"Ha",4.61e-17,113539546214613,2.71e-54,0.87723958982948,0.05
15,5,TRUE,TRUE,"H0",0.785,0.0979080793614521,0.355,0.999712490709494,0.023
45,5,TRUE,TRUE,"H0",0.108,0.303611930571216,0.487,0.989583085598347,0.032
150,5,TRUE,TRUE,"H0",0.303,0.0170453771540311,0.425,0.552504195538243,0.006
15,5,FALSE,TRUE,"H0",0.585,0.142820360734814,0.768,0.99954230450154,0.036
45,5,FALSE,TRUE,"H0",0.378,0.0707616469270542,0.056,0.289770954929108,0.017
150,5,FALSE,TRUE,"H0",0.877,0.00298939142561687,0.109,1.19685372723666e-11,0.002
15,5,TRUE,FALSE,"H0",0.007,6.88458890029061,0.000188,0.970511067169058,0.107
45,5,TRUE,FALSE,"H0",0.991,0.0138121375582465,5.56e-13,0.905919842585738,0.00073
150,5,TRUE,FALSE,"H0",0.125,0.0435159769379276,2.78e-52,0.532666024224384,0.004
15,5,TRUE,TRUE,"Ha",0.166,0.573500919915076,0.204,0.979798533827282,0.09
45,5,TRUE,TRUE,"Ha",0.19,0.167409877322809,0.438,0.803171537442187,0.027
150,5,TRUE,TRUE,"Ha",8.09e-06,2250.55657487407,0.689,0.970353317973068,0.038
15,5,FALSE,TRUE,"Ha",0.058,1.47732862154603,0.317,0.978218961065074,0.117
45,5,FALSE,TRUE,"Ha",0.134,0.270379542545043,0.931,0.04191634237499,0.032
150,5,FALSE,TRUE,"Ha",1.11e-07,190517.808541664,0.668,9.2148511043888e-15,0.049
15,5,TRUE,FALSE,"Ha",0.000932,40.873357456652,1.16e-05,0.992518142783852,0.158
45,5,TRUE,FALSE,"Ha",0.004,6.7600834925597,8.8e-17,0.963239981221559,0.035
150,5,TRUE,FALSE,"Ha",2.6e-18,1927109291162552,6.57e-53,0.878658486745739,0.056
15,5,TRUE,TRUE,"H0",0.809,0.0945459959639754,0.59,0.979904358736355,0.023
45,5,TRUE,TRUE,"H0",0.812,0.0244244135970367,0.728,0.999912501372869,0.007
150,5,TRUE,TRUE,"H0",0.186,0.0324678911598005,0.477,0.138925435184596,0.008
15,5,FALSE,TRUE,"H0",0.265,0.344067234122987,0.778,0.699700364376915,0.069
45,5,FALSE,TRUE,"H0",0.66,0.0331434671450688,0.475,0.393745376721197,0.01
150,5,FALSE,TRUE,"H0",0.302,0.0186609314821818,0.683,1.91074933653113e-11,0.007
15,5,TRUE,FALSE,"H0",0.318,0.239602885073519,6.62e-06,0.997352712041548,0.035
45,5,TRUE,FALSE,"H0",0.223,0.115471704726273,6.67e-18,0.644302883263535,0.014
150,5,TRUE,FALSE,"H0",0.495,0.00777955117740334,5.44e-57,0.122206457062139,0.002
15,5,TRUE,TRUE,"Ha",0.202,0.454468968069109,0.109,0.96156965477073,0.08
45,5,TRUE,TRUE,"Ha",0.000904,67.6149835576989,0.509,0.8320979580253,0.086
150,5,TRUE,TRUE,"Ha",0.000156,89.9354229238246,0.681,0.837568764396029,0.029
15,5,FALSE,TRUE,"Ha",0.031,2.52173306515584,0.681,0.998921161225534,0.13
45,5,FALSE,TRUE,"Ha",0.002,28.4978134713461,0.146,0.634822083438451,0.076
150,5,FALSE,TRUE,"Ha",1.61e-09,14023994.4427588,0.937,5.61772850460329e-14,0.06
15,5,TRUE,FALSE,"Ha",2.6e-06,11023.3369866905,4.23e-05,0.994307330346013,0.283
45,5,TRUE,FALSE,"Ha",0.001,21.5803996007707,2.28e-16,0.970196522938169,0.053
150,5,TRUE,FALSE,"Ha",2.17e-17,243190845083635,3.59e-54,0.855561960248479,0.061
15,5,TRUE,TRUE,"H0",0.798,0.0946312894955205,0.082,0.804294992209431,0.023
45,5,TRUE,TRUE,"H0",0.712,0.0307457501102525,0.505,0.861075826938359,0.01
150,5,TRUE,TRUE,"H0",0.777,0.00383701924024564,0.976,0.994378018769948,0.002
15,5,FALSE,TRUE,"H0",0.743,0.109389645105918,0.649,0.971287176809909,0.027
45,5,FALSE,TRUE,"H0",0.141,0.237820480592907,0.362,0.239100847888051,0.031
150,5,FALSE,TRUE,"H0",0.06,0.118978701891936,0.917,0,0.012
15,5,TRUE,FALSE,"H0",0.432,0.177822967732921,0.000485,0.999034375312341,0.023
45,5,TRUE,FALSE,"H0",0.507,0.045200011810782,1.08e-12,0.732639053414853,0.007
150,5,TRUE,FALSE,"H0",0.953,0.00228700101192151,2.81e-64,0.434388889916472,0.000467
15,5,TRUE,TRUE,"Ha",0.607,0.139862407108301,0.319,0.958934511262285,0.038
45,5,TRUE,TRUE,"Ha",0.02,1.91847548369258,0.066,0.994341209359499,0.05
150,5,TRUE,TRUE,"Ha",3.02e-09,8729382.92363832,0.42,0.920687893460931,0.059
15,5,FALSE,TRUE,"Ha",0.024,3.4216212130151,0.421,0.9934823375283,0.142
45,5,FALSE,TRUE,"Ha",0.03,1.33447540619288,0.424,0.846479744165324,0.048
150,5,FALSE,TRUE,"Ha",3.25e-07,149068.705500808,0.925,1.08846154311948e-10,0.05
15,5,TRUE,FALSE,"Ha",0.191,0.376880247025575,4.23e-05,0.633683119571368,0.037
45,5,TRUE,FALSE,"Ha",0.017,1.55313446577471,1.6e-17,0.130292413711984,0.026
150,5,TRUE,FALSE,"Ha",1.45e-14,401901623344.641,1.69e-56,0.400187837798411,0.046
15,5,TRUE,TRUE,"H0",0.835,0.0908571761084423,0.645,0.995147542085914,0.022
45,5,TRUE,TRUE,"H0",0.613,0.0368579893881439,0.645,0.975411231314369,0.011
150,5,TRUE,TRUE,"H0",0.348,0.014721607622635,0.574,0.684240169099693,0.006
15,5,FALSE,TRUE,"H0",0.577,0.144053168177344,0.313,0.938017355911549,0.038
45,5,FALSE,TRUE,"H0",0.735,0.0293253536388824,0.482,0.772111243791697,0.009
150,5,FALSE,TRUE,"H0",0.712,0.00469014214717413,0.993,3.34177130412172e-13,0.003
15,5,TRUE,FALSE,"H0",0.52,0.14871188804757,0.025,0.999159928601174,0.024
45,5,TRUE,FALSE,"H0",0.521,0.0434608629921164,1.92e-13,0.971630933522792,0.007
150,5,TRUE,FALSE,"H0",0.074,0.08013962841994,1.32e-54,0.641676348338993,0.005
15,5,TRUE,TRUE,"Ha",0.155,0.62768645213622,0.348,0.960698330107501,0.094
45,5,TRUE,TRUE,"Ha",0.005,10.994406358843,0.027,0.676130037291077,0.069
150,5,TRUE,TRUE,"Ha",2.67e-09,7744796.77700048,0.459,0.604424829645626,0.058
15,5,FALSE,TRUE,"Ha",0.116,0.921804401613914,0.29,0.98114647912359,0.11
45,5,FALSE,TRUE,"Ha",0.005,12.0686377176365,0.261,0.134967781906059,0.07
150,5,FALSE,TRUE,"Ha",7.94e-06,2162.62222398427,0.438,9.38138455808257e-14,0.038
15,5,TRUE,FALSE,"Ha",0.029,1.91586211952404,0.017,0.920784531457787,0.073
